refnis;refnis;refnis;periode;aantal transacties;mediaan prijs(€);eerste kwartiel prijs(€);derde kwartiel prijs(€)
46021;SINT-NIKLAAS;2014;Y;720;200.000;150.000;270.000
46021;SINT-NIKLAAS;2015;Y;613;199.000;146.750;269.000
46021;SINT-NIKLAAS;2016;Y;671;210.000;157.500;275.000
46021;SINT-NIKLAAS;2017;Y;712;216.000;159.000;280.000
46021;SINT-NIKLAAS;2018;Y;784;219.000;165.000;280.000
46021;SINT-NIKLAAS;2019;Y;916;235.000;181.000;310.000
46021;SINT-NIKLAAS;2020;Y;653;245.000;185.000;335.000
46024;STEKENE;2010;Y;179;190.000;140.000;245.625
46024;STEKENE;2011;Y;165;200.000;149.500;275.000
46024;STEKENE;2012;Y;156;225.000;160.000;285.000
46024;STEKENE;2013;Y;162;196.750;145.000;270.000
46024;STEKENE;2014;Y;205;216.500;155.000;292.500
46024;STEKENE;2015;Y;146;220.000;160.000;280.000
46024;STEKENE;2016;Y;201;215.000;155.000;293.000
46024;STEKENE;2017;Y;204;210.000;143.750;280.000
46024;STEKENE;2018;Y;214;240.000;169.000;320.000
46024;STEKENE;2019;Y;229;251.500;180.000;342.500
46024;STEKENE;2020;Y;192;255.000;173.000;327.000
46025;TEMSE;2010;Y;255;182.875;132.000;257.500
46025;TEMSE;2011;Y;252;175.000;127.000;250.000
46025;TEMSE;2012;Y;249;185.000;132.500;258.000
46025;TEMSE;2013;Y;233;195.000;140.000;294.000
46025;TEMSE;2014;Y;287;205.000;135.000;285.000
46025;TEMSE;2015;Y;234;208.500;147.500;280.000
46025;TEMSE;2016;Y;284;197.500;142.600;285.000
46025;TEMSE;2017;Y;309;219.500;165.000;300.000
46025;TEMSE;2018;Y;349;227.000;163.000;315.000
46025;TEMSE;2019;Y;407;245.000;179.000;330.000
46025;TEMSE;2020;Y;246;235.000;168.000;315.000
51004;AAT;2010;Y;238;156.500;117.850;210.214
51004;AAT;2011;Y;242;152.500;110.000;200.000
51004;AAT;2012;Y;214;154.500;110.000;205.000
51004;AAT;2013;Y;202;165.000;125.000;210.000
51004;AAT;2014;Y;229;155.000;120.000;210.000
51004;AAT;2015;Y;253;170.000;132.500;210.000
51004;AAT;2016;Y;224;160.000;110.000;220.000
51004;AAT;2017;Y;227;155.000;110.000;220.000
51004;AAT;2018;Y;240;170.000;120.000;249.000
51004;AAT;2019;Y;257;190.000;135.000;242.000
51004;AAT;2020;Y;234;180.000;130.000;242.000
51008;BELOEIL;2010;Y;157;120.000;85.000;162.500
51008;BELOEIL;2011;Y;139;125.000;90.000;170.000
51008;BELOEIL;2012;Y;141;120.000;82.500;160.000
51008;BELOEIL;2013;Y;128;122.500;90.000;167.000
51008;BELOEIL;2014;Y;140;130.000;87.500;160.000
51008;BELOEIL;2015;Y;147;130.000;90.000;185.000
51008;BELOEIL;2016;Y;144;121.000;87.000;160.000
51008;BELOEIL;2017;Y;134;150.000;110.000;180.000
51008;BELOEIL;2018;Y;142;150.000;120.000;205.000
51008;BELOEIL;2019;Y;144;140.500;92.500;197.500
51008;BELOEIL;2020;Y;132;150.000;100.000;190.000
51009;BERNISSART;2010;Y;110;108.000;75.000;140.000
51009;BERNISSART;2011;Y;104;125.000;98.000;165.000
51009;BERNISSART;2012;Y;98;110.000;80.000;147.000
51009;BERNISSART;2013;Y;120;139.000;90.500;182.500
51009;BERNISSART;2014;Y;116;115.850;80.000;150.000
51009;BERNISSART;2015;Y;106;116.500;73.500;162.500
51009;BERNISSART;2016;Y;89;130.000;91.500;173.500
51009;BERNISSART;2017;Y;123;125.000;85.000;170.000
51009;BERNISSART;2018;Y;119;145.000;105.000;182.000
51009;BERNISSART;2019;Y;144;139.000;90.000;190.000
51009;BERNISSART;2020;Y;119;159.000;125.000;210.000
51012;BRUGELETTE;2010;Y;38;139.000;100.000;177.500
51012;BRUGELETTE;2011;Y;30;152.500;116.000;205.500
51012;BRUGELETTE;2012;Y;33;149.400;95.000;190.000
51012;BRUGELETTE;2013;Y;35;150.000;115.000;190.000
51012;BRUGELETTE;2014;Y;33;140.000;85.000;230.000
51012;BRUGELETTE;2015;Y;36;180.000;115.000;235.000
51012;BRUGELETTE;2016;Y;37;172.500;132.500;226.000
51012;BRUGELETTE;2017;Y;37;135.000;115.000;180.000
51012;BRUGELETTE;2018;Y;31;138.750;97.500;185.000
51012;BRUGELETTE;2019;Y;33;137.500;95.000;202.500
51012;BRUGELETTE;2020;Y;32;156.500;91.000;249.000
51014;CHIEVRES;2010;Y;63;145.000;105.000;170.000
51014;CHIEVRES;2011;Y;57;150.000;100.000;199.000
51014;CHIEVRES;2012;Y;71;147.500;110.000;200.000
51014;CHIEVRES;2013;Y;59;150.000;120.000;185.000
51014;CHIEVRES;2014;Y;46;140.000;105.000;190.000
51014;CHIEVRES;2015;Y;59;165.000;130.000;235.000
51014;CHIEVRES;2016;Y;55;175.000;135.000;245.000
51014;CHIEVRES;2017;Y;60;160.000;135.000;215.000
51014;CHIEVRES;2018;Y;59;162.500;115.000;225.000
51014;CHIEVRES;2019;Y;69;167.500;124.500;262.500
51014;CHIEVRES;2020;Y;55;180.000;118.000;260.000
51017;ELZELE;2010;Y;51;180.000;130.000;260.000
51017;ELZELE;2011;Y;54;175.000;125.000;225.000
51017;ELZELE;2012;Y;42;171.130;125.000;285.000
51017;ELZELE;2013;Y;63;193.000;140.000;250.000
51017;ELZELE;2014;Y;48;188.750;138.750;257.500
51017;ELZELE;2015;Y;59;167.500;120.000;225.000
51017;ELZELE;2016;Y;57;190.000;127.500;265.000
51017;ELZELE;2017;Y;42;215.000;135.000;282.500
51017;ELZELE;2018;Y;48;175.000;127.500;261.000
51017;ELZELE;2019;Y;72;242.500;170.000;321.500
51017;ELZELE;2020;Y;57;232.500;174.000;295.000
51019;VLOESBERG;2010;Y;27;162.500;120.000;209.000
51019;VLOESBERG;2011;Y;25;180.000;150.000;240.000
51019;VLOESBERG;2012;Y;25;193.000;170.000;300.000
51019;VLOESBERG;2013;Y;24;200.000;159.500;265.600
51019;VLOESBERG;2014;Y;36;175.000;122.500;248.750
51019;VLOESBERG;2015;Y;27;190.000;175.000;225.300
51019;VLOESBERG;2016;Y;29;200.000;150.000;250.000
51019;VLOESBERG;2017;Y;36;182.500;130.000;242.500
51019;VLOESBERG;2018;Y;29;207.781;158.000;310.000
51019;VLOESBERG;2019;Y;43;204.000;160.000;267.000
51019;VLOESBERG;2020;Y;36;230.000;180.000;310.000
51065;FRASNES-LEZ-ANVAING;2010;Y;99;140.000;105.000;187.500
51065;FRASNES-LEZ-ANVAING;2011;Y;129;164.976;120.000;198.000
51065;FRASNES-LEZ-ANVAING;2012;Y;95;175.000;130.000;229.000
51065;FRASNES-LEZ-ANVAING;2013;Y;77;165.000;122.500;200.000
51065;FRASNES-LEZ-ANVAING;2014;Y;95;160.000;120.000;215.000
51065;FRASNES-LEZ-ANVAING;2015;Y;103;166.500;120.000;233.500
51065;FRASNES-LEZ-ANVAING;2016;Y;102;175.000;115.000;250.000
51065;FRASNES-LEZ-ANVAING;2017;Y;109;179.000;132.500;250.000
51065;FRASNES-LEZ-ANVAING;2018;Y;95;177.500;130.000;270.000
51065;FRASNES-LEZ-ANVAING;2019;Y;102;185.000;130.000;260.000
51065;FRASNES-LEZ-ANVAING;2020;Y;97;176.000;127.500;275.000
51067;EDINGEN;2010;Y;117;195.000;127.000;275.000
51067;EDINGEN;2011;Y;83;189.000;150.000;261.000
51067;EDINGEN;2012;Y;91;219.000;165.000;295.000
51067;EDINGEN;2013;Y;90;200.000;143.000;288.000
51067;EDINGEN;2014;Y;98;230.000;175.000;300.000
51067;EDINGEN;2015;Y;97;220.000;150.000;290.000
51067;EDINGEN;2016;Y;101;229.000;160.000;295.000
51067;EDINGEN;2017;Y;113;215.000;150.000;311.500
51067;EDINGEN;2018;Y;128;242.500;165.000;315.000
51067;EDINGEN;2019;Y;111;250.000;180.000;325.000
51067;EDINGEN;2020;Y;121;245.000;170.000;310.000
51068;OPZULLIK;2010;Y;52;206.000;159.000;250.000
51068;OPZULLIK;2011;Y;66;222.500;190.000;262.500
51068;OPZULLIK;2012;Y;57;242.500;190.000;316.250
51068;OPZULLIK;2013;Y;50;220.000;180.000;280.000
51068;OPZULLIK;2014;Y;59;215.000;155.000;286.000
51068;OPZULLIK;2015;Y;51;225.000;160.216;297.500
51068;OPZULLIK;2016;Y;63;232.500;175.000;310.000
51068;OPZULLIK;2017;Y;50;227.500;180.000;302.500
51068;OPZULLIK;2018;Y;57;255.000;170.000;326.800
51068;OPZULLIK;2019;Y;65;260.000;175.000;323.000
51068;OPZULLIK;2020;Y;59;252.500;185.000;346.500
51069;LESSEN;2010;Y;195;135.000;95.000;195.000
51069;LESSEN;2011;Y;182;130.000;82.000;175.000
51069;LESSEN;2012;Y;187;140.000;97.500;195.000
51069;LESSEN;2013;Y;176;130.000;85.000;170.000
51069;LESSEN;2014;Y;171;125.000;75.000;195.000
51069;LESSEN;2015;Y;185;135.000;90.000;195.000
51069;LESSEN;2016;Y;192;138.000;80.000;205.000
51069;LESSEN;2017;Y;184;145.000;97.000;200.000
51069;LESSEN;2018;Y;224;145.000;95.000;205.000
51069;LESSEN;2019;Y;238;146.725;100.000;195.000
51069;LESSEN;2020;Y;192;142.500;95.000;205.500
52010;CHAPELLE-LEZ-HERLAIMONT;2010;Y;100;118.000;88.750;165.000
52010;CHAPELLE-LEZ-HERLAIMONT;2011;Y;113;123.000;90.000;160.000
52010;CHAPELLE-LEZ-HERLAIMONT;2012;Y;113;121.000;89.000;158.000
52010;CHAPELLE-LEZ-HERLAIMONT;2013;Y;113;125.000;90.000;160.000
52010;CHAPELLE-LEZ-HERLAIMONT;2014;Y;131;127.000;95.000;162.500
52010;CHAPELLE-LEZ-HERLAIMONT;2015;Y;120;136.500;100.000;190.000
52010;CHAPELLE-LEZ-HERLAIMONT;2016;Y;115;132.500;95.000;180.000
52010;CHAPELLE-LEZ-HERLAIMONT;2017;Y;127;130.000;85.000;175.000
52010;CHAPELLE-LEZ-HERLAIMONT;2018;Y;118;128.000;90.000;170.000
52010;CHAPELLE-LEZ-HERLAIMONT;2019;Y;127;140.000;102.150;180.000
52010;CHAPELLE-LEZ-HERLAIMONT;2020;Y;90;150.000;105.000;200.000
52011;CHARLEROI;2010;Y;1.962;100.000;70.000;135.000
52011;CHARLEROI;2011;Y;2.006;100.000;70.000;135.000
52011;CHARLEROI;2012;Y;1.866;103.000;74.000;140.000
52011;CHARLEROI;2013;Y;1.656;100.000;70.000;135.000
52011;CHARLEROI;2014;Y;1.658;100.000;70.000;135.000
52011;CHARLEROI;2015;Y;1.637;105.000;70.000;140.000
52011;CHARLEROI;2016;Y;1.858;105.000;70.000;145.000
52011;CHARLEROI;2017;Y;1.901;110.000;74.000;147.000
52011;CHARLEROI;2018;Y;2.077;110.000;75.000;150.000
52011;CHARLEROI;2019;Y;2.156;115.000;75.500;155.000
52011;CHARLEROI;2020;Y;1.854;120.000;80.000;169.000
52012;CHATELET;2010;Y;332;95.000;68.000;130.000
52012;CHATELET;2011;Y;355;105.000;70.000;145.000
52012;CHATELET;2012;Y;338;110.000;75.000;140.000
52012;CHATELET;2013;Y;287;107.500;80.000;140.000
52012;CHATELET;2014;Y;307;105.000;75.000;140.000
52012;CHATELET;2015;Y;325;110.000;75.000;140.000
52012;CHATELET;2016;Y;311;120.000;80.000;150.000
52012;CHATELET;2017;Y;319;115.000;75.000;155.000
52012;CHATELET;2018;Y;340;112.000;77.000;160.000
52012;CHATELET;2019;Y;393;130.000;95.000;175.000
52012;CHATELET;2020;Y;290;135.000;85.000;166.000
52015;COURCELLES;2010;Y;325;110.000;75.000;150.000
52015;COURCELLES;2011;Y;333;115.000;75.000;143.250
52015;COURCELLES;2012;Y;290;118.250;81.500;153.500
52015;COURCELLES;2013;Y;259;125.000;80.000;163.000
52015;COURCELLES;2014;Y;297;115.000;80.000;157.000
52015;COURCELLES;2015;Y;259;120.500;85.000;162.500
52015;COURCELLES;2016;Y;285;120.000;80.000;160.000
52015;COURCELLES;2017;Y;281;116.000;84.000;160.000
52015;COURCELLES;2018;Y;322;126.000;80.000;176.000
52015;COURCELLES;2019;Y;340;140.000;90.000;175.000
52015;COURCELLES;2020;Y;276;150.000;100.000;193.000
52018;FARCIENNES;2010;Y;102;100.000;85.600;140.000
52018;FARCIENNES;2011;Y;99;95.000;65.000;135.000
52018;FARCIENNES;2012;Y;85;93.500;71.500;150.000
52018;FARCIENNES;2013;Y;75;104.500;70.000;135.000
52018;FARCIENNES;2014;Y;76;81.000;63.000;130.000
52018;FARCIENNES;2015;Y;94;90.000;65.000;129.000
52018;FARCIENNES;2016;Y;83;102.751;69.500;136.000
52018;FARCIENNES;2017;Y;79;100.000;70.000;135.000
52018;FARCIENNES;2018;Y;111;115.000;78.000;159.000
52018;FARCIENNES;2019;Y;92;106.642;72.500;159.000
52018;FARCIENNES;2020;Y;85;114.000;80.150;151.500
52021;FLEURUS;2010;Y;222;127.000;80.000;170.000
52021;FLEURUS;2011;Y;221;123.000;80.000;165.000
52021;FLEURUS;2012;Y;209;130.000;87.000;165.000
52021;FLEURUS;2013;Y;178;127.500;95.000;180.000
52021;FLEURUS;2014;Y;164;135.000;95.000;177.000
52021;FLEURUS;2015;Y;177;145.000;96.000;183.625
52021;FLEURUS;2016;Y;200;140.000;109.000;192.500
52021;FLEURUS;2017;Y;222;141.750;95.000;185.000
52021;FLEURUS;2018;Y;213;150.000;105.000;200.000
52021;FLEURUS;2019;Y;219;155.000;100.100;195.000
52021;FLEURUS;2020;Y;190;165.000;130.000;230.000
52022;FONTAINE-L'EVEQUE;2010;Y;134;120.000;85.000;146.000
52022;FONTAINE-L'EVEQUE;2011;Y;166;108.500;80.000;150.000
52022;FONTAINE-L'EVEQUE;2012;Y;132;110.000;80.500;160.000
52022;FONTAINE-L'EVEQUE;2013;Y;133;118.000;80.000;160.000
52022;FONTAINE-L'EVEQUE;2014;Y;155;120.000;82.000;150.000
52022;FONTAINE-L'EVEQUE;2015;Y;142;128.500;85.000;165.000
52022;FONTAINE-L'EVEQUE;2016;Y;138;132.500;85.000;177.500
52022;FONTAINE-L'EVEQUE;2017;Y;151;117.500;85.000;160.000
52022;FONTAINE-L'EVEQUE;2018;Y;159;127.000;87.500;175.000
52022;FONTAINE-L'EVEQUE;2019;Y;170;125.000;84.000;170.750
52022;FONTAINE-L'EVEQUE;2020;Y;152;145.000;95.000;190.000
52025;GERPINNES;2010;Y;77;195.000;140.000;245.000
52025;GERPINNES;2011;Y;97;165.000;135.000;225.000
52025;GERPINNES;2012;Y;88;175.000;135.000;229.000
52025;GERPINNES;2013;Y;86;190.000;150.000;240.000
52025;GERPINNES;2014;Y;90;180.000;140.000;235.000
52025;GERPINNES;2015;Y;123;195.000;145.000;258.000
52025;GERPINNES;2016;Y;89;200.000;150.000;253.388
52025;GERPINNES;2017;Y;86;195.000;131.000;240.000
52025;GERPINNES;2018;Y;93;190.000;155.000;302.500
52025;GERPINNES;2019;Y;117;202.500;156.250;265.000
52025;GERPINNES;2020;Y;87;217.500;175.000;290.000
52048;MONTIGNY-LE-TILLEUL;2010;Y;100;165.000;135.000;210.000
52048;MONTIGNY-LE-TILLEUL;2011;Y;105;180.000;130.000;245.000
52048;MONTIGNY-LE-TILLEUL;2012;Y;90;162.500;122.000;210.000
52048;MONTIGNY-LE-TILLEUL;2013;Y;77;165.000;127.500;200.000
52048;MONTIGNY-LE-TILLEUL;2014;Y;98;166.500;130.000;250.000
52048;MONTIGNY-LE-TILLEUL;2015;Y;101;165.000;125.000;220.000
52048;MONTIGNY-LE-TILLEUL;2016;Y;64;195.000;141.250;255.000
52048;MONTIGNY-LE-TILLEUL;2017;Y;84;180.000;149.000;230.000
52048;MONTIGNY-LE-TILLEUL;2018;Y;107;193.000;128.000;255.000
52048;MONTIGNY-LE-TILLEUL;2019;Y;97;190.000;140.000;262.000
52048;MONTIGNY-LE-TILLEUL;2020;Y;110;200.000;145.000;265.000
52055;PONT-A-CELLES;2010;Y;164;159.000;117.500;222.500
52055;PONT-A-CELLES;2011;Y;147;155.000;105.000;215.000
52055;PONT-A-CELLES;2012;Y;166;160.000;111.500;224.000
52055;PONT-A-CELLES;2013;Y;161;160.000;110.000;207.000
52055;PONT-A-CELLES;2014;Y;156;180.000;125.000;226.250
52055;PONT-A-CELLES;2015;Y;156;173.000;130.000;232.000
52055;PONT-A-CELLES;2016;Y;137;181.500;131.500;230.000
52055;PONT-A-CELLES;2017;Y;164;159.300;120.000;233.000
52055;PONT-A-CELLES;2018;Y;156;185.000;134.900;245.000
52055;PONT-A-CELLES;2019;Y;172;180.000;126.000;242.500
52055;PONT-A-CELLES;2020;Y;161;218.000;150.000;285.000
52074;AISEAU-PRESLES;2010;Y;105;125.000;80.000;169.500
52074;AISEAU-PRESLES;2011;Y;104;149.000;102.500;190.250
52074;AISEAU-PRESLES;2012;Y;86;115.500;80.000;165.000
52074;AISEAU-PRESLES;2013;Y;81;132.000;100.000;197.500
52074;AISEAU-PRESLES;2014;Y;68;129.000;85.000;165.000
52074;AISEAU-PRESLES;2015;Y;83;120.000;85.000;155.000
52074;AISEAU-PRESLES;2016;Y;88;125.000;94.500;177.500
52074;AISEAU-PRESLES;2017;Y;94;147.000;100.000;175.000
52074;AISEAU-PRESLES;2018;Y;101;149.000;107.500;200.000
52074;AISEAU-PRESLES;2019;Y;103;153.000;115.000;217.500
52074;AISEAU-PRESLES;2020;Y;111;166.250;124.000;212.000
52075;LES BONS VILLERS;2010;Y;73;165.000;110.000;200.000
52075;LES BONS VILLERS;2011;Y;93;180.000;128.000;230.000
52075;LES BONS VILLERS;2012;Y;60;178.250;125.000;242.500
52075;LES BONS VILLERS;2013;Y;62;158.000;125.000;235.000
52075;LES BONS VILLERS;2014;Y;68;178.000;130.000;250.000
52075;LES BONS VILLERS;2015;Y;69;202.500;151.000;265.000
52075;LES BONS VILLERS;2016;Y;75;215.000;145.000;275.000
52075;LES BONS VILLERS;2017;Y;64;205.000;150.000;250.000
52075;LES BONS VILLERS;2018;Y;59;199.750;152.500;275.250
52075;LES BONS VILLERS;2019;Y;52;198.000;130.000;268.000
52075;LES BONS VILLERS;2020;Y;82;210.000;160.000;300.000
53014;BOUSSU;2010;Y;194;100.000;70.000;135.000
53014;BOUSSU;2011;Y;196;110.000;72.000;140.000
53014;BOUSSU;2012;Y;194;97.500;65.000;130.000
53014;BOUSSU;2013;Y;186;100.000;70.000;130.000
53014;BOUSSU;2014;Y;174;100.000;72.500;130.000
53014;BOUSSU;2015;Y;201;100.000;65.000;130.000
53014;BOUSSU;2016;Y;203;100.000;74.000;144.000
53014;BOUSSU;2017;Y;191;100.000;70.000;140.000
53014;BOUSSU;2018;Y;211;110.000;75.000;155.000
53014;BOUSSU;2019;Y;213;115.000;80.000;160.000
53014;BOUSSU;2020;Y;199;125.000;82.500;175.000
53020;DOUR;2010;Y;210;88.000;63.000;127.500
53020;DOUR;2011;Y;170;95.000;62.500;135.000
53020;DOUR;2012;Y;203;85.000;65.000;125.000
53020;DOUR;2013;Y;149;90.000;62.500;135.000
53020;DOUR;2014;Y;144;90.000;60.000;130.000
53020;DOUR;2015;Y;180;95.000;62.500;135.000
53020;DOUR;2016;Y;166;95.000;65.000;150.000
53020;DOUR;2017;Y;165;100.000;55.000;145.000
53020;DOUR;2018;Y;170;100.000;70.000;145.000
53020;DOUR;2019;Y;183;100.000;64.500;155.000
53020;DOUR;2020;Y;171;120.000;75.000;155.000
53028;FRAMERIES;2010;Y;242;90.000;65.000;125.000
53028;FRAMERIES;2011;Y;256;100.000;70.000;145.000
53028;FRAMERIES;2012;Y;227;90.000;70.000;131.000
53028;FRAMERIES;2013;Y;193;98.250;73.500;135.000
53028;FRAMERIES;2014;Y;219;100.000;65.000;135.000
53028;FRAMERIES;2015;Y;215;95.000;65.000;140.000
53028;FRAMERIES;2016;Y;196;95.000;66.250;135.000
53028;FRAMERIES;2017;Y;248;105.000;65.000;142.000
53028;FRAMERIES;2018;Y;232;117.000;70.000;160.000
53028;FRAMERIES;2019;Y;244;110.000;70.000;160.000
53028;FRAMERIES;2020;Y;206;125.000;75.000;165.000
53039;HENSIES;2010;Y;40;118.500;83.750;155.500
53039;HENSIES;2011;Y;60;111.000;67.500;150.000
53039;HENSIES;2012;Y;59;115.000;70.000;170.000
53039;HENSIES;2013;Y;45;125.000;97.000;160.000
53039;HENSIES;2014;Y;40;110.000;80.000;155.000
53039;HENSIES;2015;Y;59;125.000;86.000;171.250
53039;HENSIES;2016;Y;62;106.250;75.000;150.000
53039;HENSIES;2017;Y;55;111.000;73.500;151.000
53039;HENSIES;2018;Y;44;115.000;85.000;162.500
53039;HENSIES;2019;Y;57;130.000;75.800;190.000
53039;HENSIES;2020;Y;49;135.000;90.000;190.000
53044;JURBEKE;2010;Y;68;188.750;145.500;230.000
53044;JURBEKE;2011;Y;71;215.000;150.000;259.000
53044;JURBEKE;2012;Y;67;190.000;150.000;250.000
53044;JURBEKE;2013;Y;84;187.000;140.000;250.000
53044;JURBEKE;2014;Y;87;210.000;150.000;275.000
53044;JURBEKE;2015;Y;56;235.000;175.000;295.000
53044;JURBEKE;2016;Y;77;210.000;125.000;260.000
53044;JURBEKE;2017;Y;69;193.750;145.000;250.000
53044;JURBEKE;2018;Y;76;207.500;130.000;280.000
53044;JURBEKE;2019;Y;69;231.000;170.000;300.000
53044;JURBEKE;2020;Y;79;218.000;180.000;290.000
53046;LENS;2010;Y;35;150.000;100.000;212.500
53046;LENS;2011;Y;40;145.000;85.000;200.000
53046;LENS;2012;Y;30;187.500;135.000;260.000
53046;LENS;2013;Y;25;165.000;110.000;225.000
53046;LENS;2014;Y;31;145.000;100.000;230.000
53046;LENS;2015;Y;37;160.000;102.500;250.000
53046;LENS;2016;Y;39;160.000;110.000;238.000
53046;LENS;2017;Y;36;167.500;130.000;239.000
53046;LENS;2018;Y;27;172.750;124.000;247.500
53046;LENS;2019;Y;44;215.000;152.500;265.000
53046;LENS;2020;Y;37;211.875;132.500;287.500
53053;BERGEN;2010;Y;818;127.500;90.000;160.000
53053;BERGEN;2011;Y;819;125.000;88.500;179.500
53053;BERGEN;2012;Y;757;127.000;85.000;170.000
53053;BERGEN;2013;Y;728;130.000;90.000;185.000
53053;BERGEN;2014;Y;765;127.500;90.000;176.000
53053;BERGEN;2015;Y;719;135.000;94.000;185.000
53053;BERGEN;2016;Y;741;130.000;90.000;180.000
53053;BERGEN;2017;Y;789;140.000;95.000;190.000
53053;BERGEN;2018;Y;799;140.000;90.000;185.000
53053;BERGEN;2019;Y;783;150.000;107.500;200.000
53053;BERGEN;2020;Y;833;150.000;95.000;210.000
53065;QUAREGNON;2010;Y;171;90.000;69.000;115.000
53065;QUAREGNON;2011;Y;204;93.750;68.000;130.000
53065;QUAREGNON;2012;Y;170;90.000;60.000;120.000
53065;QUAREGNON;2013;Y;176;85.000;60.000;120.100
53065;QUAREGNON;2014;Y;167;90.000;70.000;130.000
53065;QUAREGNON;2015;Y;160;95.000;65.000;135.000
53065;QUAREGNON;2016;Y;199;95.000;70.000;140.000
53065;QUAREGNON;2017;Y;182;100.000;60.000;136.000
53065;QUAREGNON;2018;Y;222;102.840;72.250;140.000
53065;QUAREGNON;2019;Y;207;105.000;72.250;140.000
53065;QUAREGNON;2020;Y;207;112.500;79.000;150.000
53068;QUIEVRAIN;2010;Y;65;111.250;72.500;148.500
53068;QUIEVRAIN;2011;Y;75;105.000;65.000;133.000
53068;QUIEVRAIN;2012;Y;59;108.000;77.500;165.000
53068;QUIEVRAIN;2013;Y;58;115.000;90.000;140.000
53068;QUIEVRAIN;2014;Y;63;102.500;65.000;150.000
53068;QUIEVRAIN;2015;Y;60;101.250;65.000;130.000
53068;QUIEVRAIN;2016;Y;63;100.000;60.000;140.000
53068;QUIEVRAIN;2017;Y;62;90.000;60.000;140.000
53068;QUIEVRAIN;2018;Y;68;92.000;60.000;145.000
53068;QUIEVRAIN;2019;Y;66;96.450;65.000;150.000
53068;QUIEVRAIN;2020;Y;63;125.000;83.000;165.000
53070;SAINT-GHISLAIN;2010;Y;186;135.000;100.000;190.000
53070;SAINT-GHISLAIN;2011;Y;162;160.000;114.500;200.000
53070;SAINT-GHISLAIN;2012;Y;158;133.000;90.000;190.000
53070;SAINT-GHISLAIN;2013;Y;171;140.000;95.000;200.000
53070;SAINT-GHISLAIN;2014;Y;172;135.000;100.000;183.000
53070;SAINT-GHISLAIN;2015;Y;172;142.500;101.000;185.000
53070;SAINT-GHISLAIN;2016;Y;162;146.000;105.000;207.000
53070;SAINT-GHISLAIN;2017;Y;179;155.000;101.250;215.000
53070;SAINT-GHISLAIN;2018;Y;192;160.000;115.000;210.000
53070;SAINT-GHISLAIN;2019;Y;200;165.000;130.000;227.500
53070;SAINT-GHISLAIN;2020;Y;167;165.000;127.000;215.000
53082;COLFONTAINE;2010;Y;268;85.000;59.000;115.000
53082;COLFONTAINE;2011;Y;260;81.750;58.000;115.000
53082;COLFONTAINE;2012;Y;254;85.000;58.000;128.750
53082;COLFONTAINE;2013;Y;195;85.000;57.000;115.000
53082;COLFONTAINE;2014;Y;237;86.000;60.000;120.000
53082;COLFONTAINE;2015;Y;213;90.000;60.000;129.000
53082;COLFONTAINE;2016;Y;250;80.000;50.000;130.000
53082;COLFONTAINE;2017;Y;265;95.000;58.000;130.000
53082;COLFONTAINE;2018;Y;293;95.000;60.000;135.000
53082;COLFONTAINE;2019;Y;263;100.000;65.000;139.000
53082;COLFONTAINE;2020;Y;270;110.000;63.000;155.000
53083;HONNELLES;2010;Y;47;122.500;80.000;160.000
53083;HONNELLES;2011;Y;69;127.250;80.000;190.000
53083;HONNELLES;2012;Y;41;126.957;95.000;210.000
53083;HONNELLES;2013;Y;37;144.084;84.000;190.000
53083;HONNELLES;2014;Y;49;110.000;67.000;170.000
53083;HONNELLES;2015;Y;50;115.000;90.000;195.000
53083;HONNELLES;2016;Y;52;125.000;90.000;207.000
53083;HONNELLES;2017;Y;39;115.000;90.000;180.000
53083;HONNELLES;2018;Y;53;133.500;85.000;220.000
53083;HONNELLES;2019;Y;47;165.000;120.000;225.000
53083;HONNELLES;2020;Y;59;170.000;120.000;240.000
53084;QUEVY;2010;Y;78;140.000;90.000;170.000
53084;QUEVY;2011;Y;60;130.000;90.000;180.000
53084;QUEVY;2012;Y;70;150.000;110.000;185.000
53084;QUEVY;2013;Y;73;150.000;115.000;190.000
53084;QUEVY;2014;Y;68;135.000;90.000;185.000
53084;QUEVY;2015;Y;84;130.000;100.000;160.000
53084;QUEVY;2016;Y;66;150.000;98.500;226.000
53084;QUEVY;2017;Y;64;128.500;85.000;204.000
53084;QUEVY;2018;Y;86;130.000;91.000;202.500
53084;QUEVY;2019;Y;74;165.000;115.000;210.000
53084;QUEVY;2020;Y;89;172.750;127.500;255.000
55004;S GRAVENBRAKEL;2010;Y;163;165.000;130.000;221.500
55004;S GRAVENBRAKEL;2011;Y;180;176.500;141.000;241.250
55004;S GRAVENBRAKEL;2012;Y;144;185.000;141.250;250.000
55004;S GRAVENBRAKEL;2013;Y;154;195.000;155.000;260.000
55004;S GRAVENBRAKEL;2014;Y;202;170.000;130.000;255.000
55004;S GRAVENBRAKEL;2015;Y;158;195.000;155.000;265.000
55004;S GRAVENBRAKEL;2016;Y;159;188.750;145.000;250.000
55004;S GRAVENBRAKEL;2017;Y;189;195.000;152.500;258.500
55004;S GRAVENBRAKEL;2018;Y;183;220.000;160.000;275.000
55004;S GRAVENBRAKEL;2019;Y;224;207.000;155.000;261.500
55004;S GRAVENBRAKEL;2020;Y;175;225.000;170.000;300.000
55035;LE ROEULX;2010;Y;83;155.000;105.000;228.000
